age,education,marital_status,income,expenditure,days,children,wines,fruits,meat,fish,sweets,gold
27,Postgraduate,Divorced,81361.0,778,309,0,163,23,424,27,65,76
41,Postgraduate,Divorced,35860.0,49,226,2,15,0,8,4,2,20
62,Postgraduate,Married,40442.0,169,864,2,45,12,52,25,22,13
49,Postgraduate,Married,61482.0,299,187,0,48,58,68,16,66,43
34,Postgraduate,Married,34968.0,221,630,1,158,6,45,8,2,2
27,Postgraduate,Married,75794.0,1682,372,0,754,160,625,63,32,48
52,Postgraduate,Married,31497.0,155,755,1,108,1,28,13,1,4
59,Postgraduate,Married,74268.0,892,685,0,199,66,315,97,174,41
26,Undergraduate,Married,13724.0,58,852,1,2,7,5,2,15,27
49,Postgraduate,Married,45143.0,311,492,1,202,5,74,11,5,14
47,Postgraduate,Single,52569.0,95,270,1,85,0,3,0,0,7
41,Postgraduate,Single,48432.0,424,804,1,322,3,50,4,3,42
54,Postgraduate,Married,17144.0,47,319,2,18,2,19,0,2,6
30,Postgraduate,Single,36108.0,339,442,1,141,8,129,3,11,47
43,Postgraduate,Married,76445.0,1410,824,1,739,107,309,140,80,35
39,Postgraduate,Married,36663.0,35,250,1,18,0,6,3,3,5
49,Postgraduate,Married,53843.0,562,552,1,378,0,88,19,4,73
58,Postgraduate,Married,90226.0,2352,826,0,1083,108,649,253,151,108
59,Postgraduate,Divorced,70638.0,1334,578,0,1016,12,215,16,12,63
54,Postgraduate,Married,44512.0,32,488,2,23,1,6,0,0,2
53,Postgraduate,Married,27116.0,41,304,2,12,1,21,2,2,3
51,Postgraduate,Married,54072.0,39,522,2,35,0,4,0,0,0
37,Postgraduate,Married,71855.0,1141,714,1,548,31,422,0,112,28
24,Undergraduate,Single,51250.0,710,641,1,342,32,230,34,32,40
41,Postgraduate,Married,60432.0,401,297,1,365,3,15,4,3,11
50,Postgraduate,Married,65526.0,506,264,1,397,19,69,12,0,9
26,Postgraduate,Single,68655.0,1538,873,0,456,19,832,75,118,38
36,Undergraduate,Married,12393.0,57,757,0,5,6,15,11,7,13
24,Postgraduate,Single,64509.0,1722,501,0,836,185,575,24,25,77
39,Postgraduate,Single,33955.0,270,509,1,100,2,128,23,7,10
37,Postgraduate,Married,31353.0,31,367,2,10,0,10,3,1,7
30,Postgraduate,Married,55434.0,882,452,1,238,115,215,169,69,76
31,Postgraduate,Married,28359.0,16,430,1,6,0,5,2,1,2
27,Postgraduate,Single,57100.0,311,227,1,158,11,99,15,11,17
49,Postgraduate,Married,69139.0,227,338,1,86,12,75,33,15,6
58,Postgraduate,Married,52973.0,1152,783,1,856,0,76,12,9,199
49,Postgraduate,Married,51717.0,122,498,1,98,1,17,0,1,5
43,Postgraduate,Married,18793.0,77,718,1,4,16,20,0,17,20
32,Undergraduate,Married,66664.0,1289,827,0,398,96,447,220,96,32
55,Postgraduate,Single,50664.0,561,714,2,313,8,104,6,4,126
51,Postgraduate,Married,54414.0,211,707,2,109,18,16,24,26,18
62,Postgraduate,Married,54549.0,233,303,1,216,2,6,0,0,9
43,Postgraduate,Widow,47111.0,1092,844,1,595,71,153,120,112,41
51,Postgraduate,Divorced,41003.0,601,654,0,123,133,142,71,44,88
32,Postgraduate,Married,19444.0,54,312,1,16,0,23,3,2,10
38,Undergraduate,Married,36301.0,78,432,1,11,12,35,3,5,12
67,Postgraduate,Married,73059.0,1095,487,1,410,112,420,0,82,71
45,Postgraduate,Married,42731.0,244,436,1,159,2,51,6,2,24
55,Postgraduate,Married,52854.0,116,282,2,105,0,10,0,1,0
36,Postgraduate,Married,22775.0,15,560,1,5,1,8,0,0,1
66,Postgraduate,Married,46681.0,425,449,2,269,15,69,15,19,38
59,Postgraduate,Married,59821.0,734,628,1,629,0,70,0,0,35
60,Postgraduate,Divorced,50002.0,638,562,1,443,5,71,21,16,82
69,Postgraduate,Married,69755.0,894,455,0,217,77,373,111,23,93
45,Postgraduate,Married,44078.0,41,195,2,24,1,10,2,0,4
38,Postgraduate,Married,30560.0,31,552,1,9,1,5,4,5,7
45,Postgraduate,Married,35924.0,34,283,2,8,0,14,2,3,7
50,Postgraduate,Divorced,64140.0,1750,464,2,1459,0,61,0,15,215
33,Postgraduate,Married,56386.0,612,795,2,230,48,214,13,32,75
35,Undergraduate,Married,24594.0,29,386,1,1,3,6,10,0,9
33,Undergraduate,Married,75774.0,823,243,1,340,21,134,258,14,56
54,Postgraduate,Divorced,39228.0,20,600,0,7,1,6,0,3,3
40,Postgraduate,Married,58494.0,396,384,1,298,7,68,4,0,19
33,Postgraduate,Single,58684.0,813,198,0,479,35,179,28,7,85
47,Postgraduate,Divorced,57136.0,1179,592,0,267,140,599,34,12,127
64,Postgraduate,Widow,56551.0,138,238,2,67,4,32,17,2,16
32,Postgraduate,Married,22448.0,55,308,1,3,1,8,23,2,18
53,Postgraduate,Single,82014.0,1511,863,0,980,37,265,35,163,31
51,Postgraduate,Widow,34213.0,117,845,2,50,4,28,6,3,26
37,Postgraduate,Married,157146.0,1730,611,0,1,0,1725,2,1,1
67,Postgraduate,Widow,25358.0,32,527,1,19,0,5,0,0,8
36,Postgraduate,Single,35544.0,67,298,1,30,5,23,4,1,4
60,Postgraduate,Married,36634.0,335,582,1,213,9,76,4,3,30
60,Postgraduate,Married,62670.0,825,332,1,539,30,92,80,46,38
42,Undergraduate,Married,50334.0,694,525,1,284,16,160,84,16,134
33,Postgraduate,Single,72066.0,1792,191,0,1003,34,536,134,51,34
56,Postgraduate,Single,50729.0,496,608,2,239,13,143,45,4,52
46,Postgraduate,Married,34916.0,231,595,2,51,23,82,33,0,42
38,Postgraduate,Divorced,64892.0,902,216,1,527,24,230,32,24,65
48,Postgraduate,Single,43602.0,68,355,2,19,5,12,10,3,19
25,Postgraduate,Single,33996.0,71,476,0,40,2,15,8,0,6
29,Undergraduate,Single,41473.0,76,560,1,21,8,20,15,3,9
47,Postgraduate,Married,63246.0,772,498,2,593,30,91,29,22,7
55,Postgraduate,Married,36732.0,47,367,2,21,5,3,10,1,7
44,Postgraduate,Married,69084.0,1586,407,1,1181,107,199,39,30,30
47,Postgraduate,Married,77766.0,1529,677,1,1004,59,265,115,59,27
29,Postgraduate,Single,37929.0,265,519,0,202,2,46,3,2,10
63,Postgraduate,Married,86610.0,1603,482,0,446,107,768,33,196,53
28,Postgraduate,Married,80141.0,2091,719,0,1184,102,673,52,40,40
59,Undergraduate,Married,72635.0,981,576,0,390,22,323,104,35,107
44,Postgraduate,Married,69016.0,1533,769,1,726,53,363,123,107,161
23,Undergraduate,Married,20193.0,82,763,0,8,8,22,24,11,9
39,Postgraduate,Married,27573.0,244,646,1,50,15,110,39,15,15
35,Undergraduate,Single,15862.0,36,552,1,1,1,4,11,9,10
38,Postgraduate,Married,49544.0,404,687,1,308,0,73,0,0,23
34,Postgraduate,Married,33228.0,71,342,1,22,2,31,7,4,5
36,Postgraduate,Married,70440.0,1572,449,0,690,117,499,76,102,88
43,Postgraduate,Married,38232.0,122,348,2,43,5,28,7,6,33
59,Postgraduate,Married,22554.0,41,788,2,27,0,10,0,0,4
31,Postgraduate,Married,23536.0,10,210,1,6,0,3,0,0,1
62,Postgraduate,Married,49413.0,304,432,1,205,7,41,3,2,46
45,Postgraduate,Married,42231.0,37,281,2,24,0,8,0,1,4
34,Postgraduate,Divorced,78789.0,1754,875,0,667,50,850,21,83,83
46,Postgraduate,Married,56534.0,815,526,1,691,7,61,10,0,46
43,Postgraduate,Single,58350.0,1001,726,1,493,26,206,116,80,80
25,Postgraduate,Single,81217.0,1157,530,0,493,70,324,146,40,84
63,Postgraduate,Single,49090.0,688,530,1,494,5,82,7,0,100
27,Postgraduate,Divorced,61787.0,1319,543,0,621,73,414,78,48,85
29,Postgraduate,Married,18169.0,21,680,1,9,0,5,0,0,7
33,Undergraduate,Single,24336.0,31,856,1,1,6,2,8,2,12
24,Postgraduate,Married,18222.0,67,730,0,12,4,19,12,6,14
62,Postgraduate,Divorced,62335.0,708,587,1,243,131,217,85,6,26
43,Undergraduate,Married,42033.0,25,833,2,11,1,4,2,0,7
31,Postgraduate,Married,86580.0,746,672,0,532,21,127,26,20,20
57,Postgraduate,Divorced,41437.0,32,830,2,29,0,2,0,0,1
63,Postgraduate,Widow,73705.0,1695,301,2,612,91,520,258,107,107
38,Postgraduate,Married,61064.0,1080,852,1,387,126,342,0,45,180
59,Postgraduate,Married,38452.0,72,276,2,56,0,14,0,0,2
25,Postgraduate,Single,18358.0,57,406,1,6,8,19,16,4,4
41,Postgraduate,Married,55012.0,660,285,1,582,0,65,0,0,13
41,Undergraduate,Married,9722.0,103,820,1,6,17,16,6,16,42
30,Postgraduate,Married,38175.0,153,464,1,70,6,69,2,3,3
58,Postgraduate,Married,58656.0,1220,832,1,962,12,194,16,24,12
49,Postgraduate,Married,52117.0,279,867,1,112,10,107,30,0,20
36,Postgraduate,Married,64813.0,745,363,1,293,0,124,179,97,52
41,Postgraduate,Married,54222.0,264,305,1,199,12,31,3,12,7
28,Postgraduate,Married,83512.0,2157,197,0,1060,61,835,80,20,101
55,Postgraduate,Married,77520.0,1526,490,1,940,44,396,0,88,58
36,Postgraduate,Married,41154.0,69,631,1,44,2,11,2,3,7
48,Postgraduate,Married,80398.0,1597,781,0,342,51,936,207,35,26
22,Undergraduate,Single,18746.0,64,216,1,2,10,11,12,9,20
30,Postgraduate,Married,35196.0,497,778,1,75,12,141,43,39,187
58,Postgraduate,Single,60230.0,1067,590,1,520,20,367,39,81,40
37,Postgraduate,Married,22108.0,31,237,2,5,3,9,6,2,6
40,Postgraduate,Married,44392.0,211,482,2,87,5,71,7,12,29
38,Postgraduate,Married,55424.0,877,766,1,462,61,184,10,53,107
35,Postgraduate,Married,17688.0,11,717,1,2,2,1,3,1,2
31,Postgraduate,Married,92491.0,2034,609,0,979,44,935,29,25,22
23,Postgraduate,Single,90273.0,1991,382,0,704,129,853,120,74,111
52,Postgraduate,Widow,82571.0,1686,273,0,861,31,558,62,95,79
32,Postgraduate,Single,38513.0,324,337,1,172,3,115,16,0,18
35,Postgraduate,Single,16653.0,69,257,1,5,7,31,15,4,7
59,Postgraduate,Married,42586.0,252,793,2,194,2,56,0,0,0
49,Undergraduate,Single,23529.0,54,723,1,9,7,13,3,2,20
53,Postgraduate,Married,74881.0,964,663,2,505,72,270,36,27,54
63,Postgraduate,Married,71107.0,1327,682,1,533,10,217,198,174,195
50,Postgraduate,Married,46910.0,68,283,2,48,0,14,0,0,6
55,Postgraduate,Married,18690.0,60,733,0,6,1,7,23,4,19
59,Postgraduate,Divorced,37244.0,55,613,2,18,2,10,0,0,25
48,Postgraduate,Married,82427.0,1456,294,0,482,147,509,104,107,107
56,Undergraduate,Single,75342.0,563,604,1,204,97,97,21,118,26
60,Postgraduate,Divorced,70044.0,1504,681,1,1073,0,250,153,14,14
47,Postgraduate,Single,79146.0,564,251,2,245,16,223,21,43,16
51,Postgraduate,Married,77437.0,1125,400,0,560,21,442,29,44,29
55,Postgraduate,Married,54984.0,358,221,1,173,13,131,32,3,6
43,Postgraduate,Married,42403.0,42,385,1,22,1,11,0,5,3
50,Postgraduate,Married,55761.0,184,251,1,136,1,12,0,3,32
31,Postgraduate,Married,37292.0,460,622,1,275,0,86,10,23,66
69,Postgraduate,Single,45576.0,145,217,0,56,19,29,2,14,25
67,Postgraduate,Married,70321.0,1376,714,0,303,23,751,82,26,191
45,Postgraduate,Divorced,58086.0,792,710,1,708,7,62,0,0,15
62,Postgraduate,Married,81795.0,1382,796,0,324,132,693,27,118,88
67,Undergraduate,Married,28389.0,28,771,0,1,5,3,7,4,8
68,Postgraduate,Married,66835.0,1033,459,0,620,26,195,34,17,141
45,Postgraduate,Divorced,69901.0,882,581,1,312,21,206,102,92,149
65,Postgraduate,Married,80360.0,2231,668,0,1493,86,454,112,43,43
53,Postgraduate,Married,63342.0,1101,806,1,918,21,118,13,10,21
40,Postgraduate,Married,44989.0,369,840,1,98,0,106,49,10,106
34,Undergraduate,Single,31859.0,48,307,1,3,4,7,15,8,11
65,Postgraduate,Widow,51569.0,467,687,1,380,0,47,6,0,34
43,Postgraduate,Widow,30372.0,44,736,2,15,0,12,7,3,7
35,Undergraduate,Single,16014.0,38,654,2,3,9,4,7,8,7
46,Postgraduate,Married,41120.0,81,420,2,24,2,23,0,8,24
43,Postgraduate,Single,39763.0,167,514,1,80,1,60,4,6,16
59,Postgraduate,Married,38725.0,45,235,2,31,0,6,2,1,5
42,Postgraduate,Married,77981.0,664,584,1,138,120,204,16,126,60
50,Undergraduate,Married,62905.0,622,477,1,166,75,96,119,107,59
35,Undergraduate,Divorced,13533.0,48,661,1,12,3,8,8,0,17
39,Postgraduate,Married,59481.0,461,434,1,178,3,85,71,66,58
37,Postgraduate,Married,72117.0,1073,498,1,707,20,171,65,60,50
28,Undergraduate,Married,21955.0,55,480,1,5,1,7,17,14,11
58,Postgraduate,Married,67131.0,976,645,1,465,71,250,93,35,62
34,Postgraduate,Single,36802.0,20,198,1,16,1,2,0,0,1
32,Postgraduate,Married,71853.0,1149,602,0,358,108,413,141,97,32
53,Undergraduate,Married,28249.0,43,199,0,1,9,7,2,14,10
39,Postgraduate,Married,47808.0,224,437,1,123,1,26,2,0,72
40,Postgraduate,Divorced,25509.0,101,834,1,40,3,30,10,7,11
68,Postgraduate,Married,51012.0,209,622,0,102,9,63,2,9,24
29,Postgraduate,Single,70596.0,968,817,0,347,44,534,17,0,26
62,Postgraduate,Married,85431.0,1165,571,0,376,53,462,168,53,53
47,Postgraduate,Married,42664.0,24,288,1,21,0,3,0,0,0
59,Postgraduate,Married,42586.0,252,793,2,194,2,56,0,0,0
29,Postgraduate,Single,29760.0,165,854,1,64,4,68,7,5,17
37,Postgraduate,Married,28973.0,269,809,0,206,0,46,3,2,12
41,Postgraduate,Married,39435.0,102,512,1,71,0,18,0,0,13
30,Undergraduate,Married,65370.0,461,517,0,71,22,112,138,89,29
35,Undergraduate,Single,20194.0,47,744,1,0,4,7,11,10,15
38,Postgraduate,Single,42473.0,144,317,2,93,1,21,0,4,25
46,Postgraduate,Married,64590.0,1338,808,0,920,138,168,36,46,30
55,Postgraduate,Married,71232.0,917,398,1,653,17,170,34,26,17
43,Postgraduate,Married,34600.0,318,729,2,199,33,60,8,3,15
47,Postgraduate,Single,46904.0,253,788,2,153,4,56,0,9,31
41,Postgraduate,Married,49094.0,502,831,1,376,0,38,11,8,69
31,Postgraduate,Married,36075.0,119,387,1,46,0,30,12,1,30
35,Undergraduate,Married,60839.0,1250,855,2,600,21,128,223,150,128
35,Postgraduate,Married,77298.0,969,424,1,425,115,292,23,35,79
64,Postgraduate,Married,34026.0,76,513,2,18,6,15,12,8,17
51,Postgraduate,Single,48918.0,62,263,2,52,0,9,0,0,1
52,Undergraduate,Married,82122.0,1382,503,0,734,22,350,151,25,100
38,Postgraduate,Single,37697.0,84,327,1,34,6,21,11,4,8
62,Postgraduate,Married,34074.0,255,536,2,135,1,41,10,1,67
54,Postgraduate,Married,28520.0,43,565,2,11,0,10,0,2,20
59,Postgraduate,Single,62535.0,398,454,1,163,48,90,0,45,52
37,Postgraduate,Single,36273.0,76,259,1,29,3,30,3,2,9
50,Postgraduate,Married,63404.0,902,208,2,734,26,70,11,44,17
33,Undergraduate,Married,75774.0,823,243,1,340,21,134,258,14,56
38,Postgraduate,Married,78416.0,1179,187,1,453,38,279,188,38,183
40,Postgraduate,Married,75702.0,1921,808,1,1073,0,629,145,37,37
63,Postgraduate,Married,59385.0,185,612,2,135,0,10,0,4,36
48,Postgraduate,Single,37070.0,433,651,2,231,7,137,4,15,39
63,Postgraduate,Married,44689.0,34,355,2,18,0,5,0,0,11
56,Postgraduate,Married,53977.0,907,571,1,620,16,165,0,24,82
48,Postgraduate,Single,7144.0,416,389,2,81,4,33,5,2,291
50,Postgraduate,Single,18701.0,44,575,2,12,4,2,10,6,10
58,Postgraduate,Married,90369.0,1588,247,0,292,51,981,224,23,17
40,Postgraduate,Single,63159.0,1797,786,0,965,34,586,89,86,37
48,Postgraduate,Married,37758.0,40,818,2,27,2,10,0,0,1
51,Postgraduate,Single,46757.0,1143,775,1,777,30,163,0,51,122
45,Postgraduate,Married,79734.0,914,186,0,572,8,232,23,62,17
22,Postgraduate,Married,63207.0,1502,710,0,438,169,565,91,169,70
60,Postgraduate,Divorced,72071.0,1338,685,1,531,69,300,150,138,150
31,Postgraduate,Married,21840.0,27,528,1,17,0,9,0,0,1
32,Undergraduate,Married,58582.0,763,459,1,402,35,106,101,77,42
63,Postgraduate,Single,72282.0,1331,530,0,503,27,419,90,139,153
58,Postgraduate,Married,50387.0,525,487,2,369,9,87,12,14,34
53,Postgraduate,Married,32583.0,9,199,2,5,0,3,0,0,1
52,Postgraduate,Married,62568.0,953,268,1,362,17,398,80,35,61
43,Postgraduate,Divorced,44635.0,68,446,2,56,0,9,0,0,3
43,Postgraduate,Single,33316.0,131,453,2,79,1,31,4,4,12
46,Postgraduate,Married,63967.0,882,509,1,387,84,141,73,35,162
36,Undergraduate,Married,52513.0,1149,848,0,367,17,241,104,188,232
45,Postgraduate,Married,25293.0,37,472,1,15,0,11,0,2,9
49,Postgraduate,Widow,54111.0,388,493,1,267,6,54,8,3,50
28,Postgraduate,Married,78394.0,1428,684,0,298,27,697,216,24,166
56,Postgraduate,Married,80739.0,1633,587,0,674,92,736,39,0,92
39,Postgraduate,Married,22669.0,173,588,1,16,14,36,37,22,48
27,Postgraduate,Single,29236.0,99,449,1,37,4,24,16,9,9
55,Postgraduate,Married,44911.0,215,656,1,159,0,22,2,1,31
52,Postgraduate,Married,54693.0,929,682,1,686,17,142,23,26,35
40,Postgraduate,Married,48186.0,219,286,1,97,3,66,12,7,34
37,Postgraduate,Married,54809.0,174,476,2,63,6,57,13,13,22
36,Postgraduate,Married,41580.0,92,751,2,56,5,24,4,0,3
44,Postgraduate,Married,80336.0,1052,478,0,209,19,456,160,142,66
57,Postgraduate,Married,47743.0,275,649,1,198,2,43,0,12,20
59,Undergraduate,Married,62972.0,587,880,1,313,15,47,20,0,192
60,Postgraduate,Divorced,57333.0,1662,830,1,941,14,397,76,58,176
32,Postgraduate,Married,32313.0,159,688,1,86,4,56,2,4,7
61,Postgraduate,Widow,84953.0,1024,576,0,167,48,602,63,72,72
46,Postgraduate,Divorced,27071.0,35,252,1,8,3,19,0,2,3
57,Postgraduate,Married,68148.0,1042,487,0,389,66,408,37,57,85
49,Postgraduate,Married,65735.0,395,389,2,239,7,119,4,15,11
39,Postgraduate,Married,86836.0,557,840,0,179,21,273,0,21,63
51,Postgraduate,Married,4023.0,9,191,2,5,0,1,1,1,1
24,Postgraduate,Married,30093.0,69,541,0,2,6,28,13,4,16
48,Postgraduate,Married,57705.0,486,354,1,383,0,53,6,4,40
26,Postgraduate,Single,25008.0,34,332,1,2,8,8,6,1,9
19,Undergraduate,Single,83257.0,1365,834,0,536,27,590,38,107,67
39,Postgraduate,Married,22280.0,13,591,1,2,1,4,3,1,2
36,Postgraduate,Married,72159.0,1401,793,0,322,53,899,34,40,53
53,Postgraduate,Married,64260.0,1574,719,0,539,169,816,20,0,30
30,Postgraduate,Single,82733.0,1323,477,0,712,50,420,65,38,38
43,Postgraduate,Divorced,74290.0,1217,506,1,1121,0,72,0,12,12
63,Postgraduate,Single,58217.0,103,774,3,68,1,13,3,5,13
38,Postgraduate,Married,21024.0,84,545,0,36,4,18,6,2,18
42,Postgraduate,Married,70116.0,1536,704,0,707,44,603,95,58,29
29,Postgraduate,Married,54006.0,581,834,1,174,77,203,6,24,97
48,Postgraduate,Married,69063.0,928,784,1,666,35,124,69,8,26
39,Undergraduate,Divorced,11448.0,14,381,0,0,0,0,6,2,6
35,Postgraduate,Single,61825.0,424,511,1,162,50,100,55,30,27
43,Postgraduate,Married,70886.0,960,443,1,407,70,239,103,88,53
32,Postgraduate,Married,69109.0,1555,782,0,823,25,459,124,29,95
41,Postgraduate,Widow,60208.0,656,815,2,488,23,71,15,0,59
46,Postgraduate,Married,32889.0,55,481,2,28,0,13,4,2,8
30,Postgraduate,Single,34738.0,20,234,1,3,2,10,3,0,2
43,Postgraduate,Married,30538.0,367,821,1,284,0,52,8,3,20
37,Undergraduate,Married,82326.0,2257,296,0,938,142,754,159,81,183
47,Postgraduate,Divorced,26642.0,42,305,1,13,2,15,2,2,8
50,Postgraduate,Divorced,69932.0,1049,567,1,412,172,153,150,105,57
42,Postgraduate,Single,44503.0,48,259,2,31,1,8,0,0,8
66,Postgraduate,Single,60200.0,685,728,1,502,19,132,0,6,26
62,Postgraduate,Divorced,49638.0,39,256,1,18,10,3,3,5,0
27,Undergraduate,Single,23830.0,43,327,0,1,8,6,4,8,16
55,Postgraduate,Widow,33051.0,835,867,0,100,71,243,108,94,219
56,Postgraduate,Married,72905.0,1515,344,0,407,114,445,181,165,203
63,Postgraduate,Married,69702.0,1039,680,1,664,9,240,50,19,57
39,Postgraduate,Divorced,70300.0,1596,534,1,1045,61,338,60,46,46
30,Postgraduate,Married,70643.0,1828,807,0,1218,107,304,23,143,33
45,Postgraduate,Married,30396.0,34,245,1,15,0,6,0,1,12
46,Postgraduate,Divorced,50616.0,149,257,1,128,0,16,0,1,4
45,Postgraduate,Single,62772.0,946,591,1,581,49,157,43,8,108
29,Postgraduate,Single,30298.0,28,226,0,6,3,12,6,1,0
30,Postgraduate,Single,52413.0,450,788,1,185,8,133,56,56,12
57,Postgraduate,Married,44155.0,46,346,2,22,1,9,0,0,14
43,Postgraduate,Divorced,86979.0,1702,419,0,584,100,835,65,83,35
39,Postgraduate,Married,76532.0,820,478,2,355,30,177,90,138,30
32,Postgraduate,Married,42081.0,382,673,1,175,10,110,54,6,27
26,Postgraduate,Married,67546.0,2126,852,0,864,134,768,150,38,172
25,Postgraduate,Married,88420.0,2069,243,0,957,153,612,99,95,153
29,Postgraduate,Married,31158.0,72,703,1,25,6,16,20,0,5
46,Postgraduate,Divorced,61671.0,732,211,1,641,7,56,0,0,28
40,Postgraduate,Single,69719.0,801,219,0,273,86,208,177,14,43
65,Postgraduate,Divorced,49160.0,236,437,1,122,21,43,25,10,15
36,Undergraduate,Married,24882.0,80,843,1,1,4,10,29,0,36
60,Postgraduate,Single,90933.0,1685,275,0,1020,31,430,62,63,79
69,Postgraduate,Single,113734.0,277,217,0,6,2,3,1,262,3
64,Postgraduate,Married,59292.0,507,566,1,378,14,68,19,14,14
50,Postgraduate,Married,45759.0,68,676,2,42,1,18,3,0,4
31,Postgraduate,Single,22148.0,49,262,0,15,5,14,0,4,11
27,Postgraduate,Married,73395.0,397,288,0,272,7,80,20,7,11
43,Postgraduate,Divorced,29819.0,39,433,1,9,1,24,2,1,2
46,Postgraduate,Married,45688.0,306,340,1,279,0,18,0,0,9
60,Postgraduate,Married,62820.0,976,599,0,398,61,265,138,61,53
43,Postgraduate,Married,60491.0,1028,481,1,637,47,237,12,19,76
28,Postgraduate,Married,33235.0,70,329,1,45,0,16,2,1,6
55,Postgraduate,Married,35701.0,46,652,0,21,1,9,7,3,5
34,Postgraduate,Married,31535.0,51,461,1,15,4,13,0,0,19
54,Undergraduate,Married,92556.0,1263,255,0,493,183,352,184,23,28
44,Postgraduate,Single,67384.0,1490,781,1,957,40,175,158,53,107
43,Postgraduate,Married,80573.0,1564,808,0,829,138,430,60,92,15
47,Postgraduate,Married,77870.0,1815,861,1,1017,50,500,65,50,133
51,Postgraduate,Widow,52278.0,1198,705,1,953,0,71,0,0,174
46,Postgraduate,Single,57107.0,416,859,1,159,0,120,0,0,137
24,Postgraduate,Married,18929.0,85,683,0,32,0,8,23,4,18
33,Postgraduate,Single,36038.0,47,579,1,23,0,15,0,2,7
38,Postgraduate,Single,20180.0,137,679,0,18,42,24,15,20,18
49,Postgraduate,Married,34230.0,21,735,2,15,0,4,0,0,2
37,Undergraduate,Single,31878.0,70,192,1,23,4,5,10,5,23
42,Undergraduate,Married,70932.0,909,346,1,200,193,100,46,185,185
58,Postgraduate,Single,91249.0,1676,802,0,1324,27,119,71,108,27
71,Postgraduate,Single,77598.0,1735,456,0,1193,33,281,129,66,33
55,Postgraduate,Single,80982.0,1191,722,2,505,137,401,104,22,22
37,Postgraduate,Married,22701.0,24,482,1,2,4,9,0,4,5
45,Postgraduate,Married,55212.0,1182,768,1,1103,0,45,0,0,34
44,Postgraduate,Married,70617.0,1280,556,0,353,61,753,40,46,27
57,Postgraduate,Single,64849.0,1336,778,0,652,48,350,94,84,108
49,Postgraduate,Married,62694.0,749,562,2,379,6,157,25,91,91
40,Postgraduate,Married,61917.0,91,406,2,46,4,36,2,2,1
67,Postgraduate,Married,67472.0,414,459,1,162,31,127,8,17,69
32,Postgraduate,Married,21059.0,44,358,1,8,3,19,3,3,8
46,Postgraduate,Married,29543.0,63,274,2,17,3,18,3,4,18
63,Postgraduate,Married,75903.0,901,632,1,340,108,185,130,38,100
39,Undergraduate,Married,34984.0,38,846,2,8,4,15,3,5,3
58,Postgraduate,Single,54998.0,455,661,1,154,22,202,39,30,8
65,Postgraduate,Widow,54356.0,775,772,1,710,15,30,20,0,0
55,Postgraduate,Married,34242.0,15,283,1,8,2,4,0,0,1
41,Postgraduate,Married,25410.0,38,487,1,2,2,4,13,13,4
30,Postgraduate,Married,73356.0,1512,328,0,1050,14,322,0,14,112
64,Postgraduate,Married,28320.0,43,716,1,19,1,14,3,2,4
37,Postgraduate,Single,23763.0,42,876,1,22,0,6,6,2,6
30,Postgraduate,Married,72570.0,1089,250,0,274,83,216,151,141,224
38,Postgraduate,Married,34529.0,162,838,1,68,6,38,3,6,41
63,Postgraduate,Widow,70792.0,1272,693,0,344,45,654,104,11,114
32,Postgraduate,Married,63211.0,1173,789,0,145,193,459,205,26,145
40,Postgraduate,Married,83891.0,816,194,1,217,38,350,111,85,15
46,Postgraduate,Single,36065.0,74,640,2,18,7,34,10,2,3
60,Postgraduate,Married,39898.0,134,687,1,69,8,26,12,7,12
74,Postgraduate,Single,51141.0,157,541,0,144,0,7,0,0,6
38,Postgraduate,Married,56939.0,561,469,1,256,34,103,90,29,49
63,Postgraduate,Single,80872.0,1336,233,0,483,72,567,94,12,108
38,Postgraduate,Married,72335.0,2092,870,0,1285,105,653,28,21,0
50,Postgraduate,Single,61798.0,463,403,0,338,4,89,11,8,13
64,Postgraduate,Widow,76842.0,1130,242,0,605,10,345,84,54,32
38,Postgraduate,Married,29478.0,20,348,1,8,0,7,3,1,1
58,Postgraduate,Single,46998.0,377,800,1,172,41,86,45,6,27
24,Postgraduate,Single,96843.0,1544,617,0,448,71,951,40,17,17
64,Postgraduate,Widow,56551.0,138,238,2,67,4,32,17,2,16
49,Postgraduate,Married,70053.0,1012,546,1,512,53,98,81,179,89
52,Postgraduate,Widow,71670.0,1766,540,0,1462,16,128,0,0,160
36,Postgraduate,Married,44359.0,45,197,2,20,0,14,7,3,1
62,Postgraduate,Single,40887.0,161,604,2,50,4,44,10,10,43
48,Postgraduate,Divorced,48877.0,144,360,1,102,1,15,2,0,24
67,Postgraduate,Married,74485.0,1734,494,0,499,149,815,173,49,49
42,Postgraduate,Married,64474.0,823,435,1,381,35,172,56,86,93
51,Postgraduate,Married,77226.0,1138,306,1,631,43,239,128,76,21
65,Postgraduate,Widow,72643.0,1429,672,0,526,80,553,123,94,53
36,Postgraduate,Married,85738.0,1371,342,0,913,26,376,17,26,13
48,Postgraduate,Divorced,55686.0,982,685,1,673,0,199,37,47,26
31,Postgraduate,Single,39062.0,44,281,1,23,0,9,0,0,12
43,Postgraduate,Married,34600.0,318,729,2,199,33,60,8,3,15
39,Postgraduate,Married,40794.0,434,633,1,261,23,73,4,23,50
43,Undergraduate,Married,54690.0,198,419,2,111,16,37,7,9,18
45,Postgraduate,Married,4428.0,359,452,1,16,4,12,2,4,321
